tag_id,prox,amb,410,435,460,485,510,535,560,585,610,645,680,705,730,760,810,860,900,940
8,1607,255,1.1666662449061878,1.1578947826711625,1.149999972326107,1.1249999530237837,1.1485144908793974,1.1641791377095705,1.1564626363025616,1.1627905897745807,1.1458331203138763,1.1492537421324316,1.1235955486879294,1.098591256783596,1.090909146344717,1.0645158405255648,1.09859185083545,1.0399999419565154,1.1,1.0909090247873532
7,1706,252,1.0,1.0,1.0250000415108396,1.0312500070464323,1.0303031282133714,1.0,1.0416668269476475,1.0414202147401785,1.1505374074243007,1.0534350834591593,1.1590912125766366,1.0704224314835447,1.1076922600635968,1.0793653460846633,1.1232876591316454,1.0980389981069003,1.1,1.0
