3.165697,3.165697,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464
2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,3.165697
3.165697,3.165697,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464
2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,3.165697
3.165697,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464
2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464
3.165697,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464
2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464
3.165697,3.165697,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464
2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,3.165697
3.165697,3.165697,3.165697,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464
3.165697,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,2.110464,3.165697,3.165697,3.165697
