63.22702,61.64636,90.88886,188.1004,214.9719,218.9236,237.8917,352.4906,383.3139,413.3467,408.6046,298.7477,422.0404,413.3467,410.1854,407.8144,396.7496,395.169,385.6848,359.6037,346.9583
466.2994,463.138,459.9766,456.8152,450.4926,441.0085,427.5728,419.6694,413.3467,414.137,415.7177,405.4433,397.54,386.4753,379.3622,370.6685,359.6037,352.4906,344.5873,335.1032,329.5708
467.88,463.138,460.767,456.8152,451.2829,441.0085,429.9438,425.2018,418.8791,414.137,410.9756,403.0723,394.3786,384.8946,376.9911,367.5071,357.2327,351.7004,343.0066,335.1032,330.3612
482.1061,476.5738,474.2027,469.4608,460.767,454.4442,441.0085,429.1535,428.3631,419.6694,414.9274,404.653,399.9109,388.0558,379.3622,370.6685,363.5555,357.2327,350.91,342.2164,335.1032
485.2675,481.3157,482.1061,482.1061,478.1545,467.0896,445.7505,442.5892,439.4279,439.4279,441.7989,436.2665,427.5728,422.0404,420.4598,419.6694,421.25,447.3312,471.0413,474.9931,517.6712
475.7834,478.1545,519.252,537.4298,614.883,606.189,459.1863,437.8472,442.5892,444.1698,496.3322,580.8984,548.4944,573.7852,670.997,737.3854,834.5968,1370.446,1428.931,1180.765,1072.4884
479.735,487.6385,575.366,625.1574,743.7078,669.416,438.6375,418.8791,423.6212,650.448,795.08,657.5612,548.4944,645.7062,832.2256,1112.0056,1500.8516,1766.405,1683.4196,1296.154,1316.703
465.509,470.251,565.882,621.2056,722.3688,675.7388,478.1545,414.137,406.2337,455.2347,635.4318,605.3988,553.2364,570.6238,685.223,955.5184,1457.383,1650.2252,1685.0,1367.2844,1293.783
463.138,483.6868,582.479,641.7542,754.7726,700.2394,437.8472,411.766,418.0887,595.9146,702.6104,621.2056,596.7052,634.6412,846.4518,1075.6496,1705.549,1920.521,1838.326,1417.866,1398.1076
507.3969,531.107,597.4954,622.7862,675.7388,659.9322,494.7515,461.5573,452.0733,475.7834,535.0586,630.6896,567.4626,572.2046,667.8356,730.272,949.196,1133.3444,1126.2316,903.3564,809.306
484.4771,481.3157,482.8964,482.8964,491.5901,482.8964,449.7022,443.3796,455.2347,502.6548,559.5592,557.188,523.2036,492.3805,493.9611,497.1225,501.8646,507.3969,512.139,493.9611,489.2192
457.6056,460.767,510.5583,531.8974,576.9466,557.188,436.2665,420.4598,418.0887,426.7824,477.364,549.2848,554.8172,538.22,557.9786,679.6904,859.8876,962.6314,989.503,889.13,901.7754
458.3959,463.138,534.2684,570.6238,625.1574,591.963,423.6212,399.9109,393.5883,454.4442,560.3494,529.5264,516.881,498.7032,572.995,749.2404,1081.1824,1281.928,1319.074,1070.908,1091.4568
424.4114,428.3631,514.5098,588.8016,698.6588,678.9002,478.9448,376.9911,371.4588,381.7332,600.6568,644.1254,510.5583,527.9456,689.965,1168.91,1564.869,1752.179,1844.6484,1465.2864,1376.7688
421.25,429.1535,529.5264,572.995,680.4808,649.6578,399.9109,367.5071,365.136,467.88,606.189,535.849,490.7998,525.5748,586.4308,1118.3284,1579.8852,1694.4848,1688.952,1309.59,1085.924
490.7998,486.0578,625.9476,701.0296,833.8066,846.4518,606.9796,484.4771,477.364,522.4134,805.3544,934.1794,581.6886,549.2848,628.3186,1094.618,1614.6604,1756.1304,1804.3416,1438.4148,1046.4076
515.3004,548.4944,580.8984,583.2694,615.6732,596.7052,486.8481,457.6056,444.9602,520.0424,650.448,603.0276,519.252,499.4936,544.5428,558.769,831.4354,1058.2624,1087.505,957.0992,951.5668
474.9931,464.7187,457.6056,452.8636,453.654,449.7022,431.5244,414.137,410.1854,406.2337,414.137,441.7989,459.1863,463.138,450.4926,444.1698,436.2665,439.4279,448.1216,441.0085,424.4114
484.4771,495.5418,515.3004,516.0906,501.0743,471.8317,452.0733,451.2829,453.654,464.7187,512.9294,562.7206,582.479,586.4308,580.108,570.6238,560.3494,565.882,564.301,559.5592,550.075
474.2027,478.1545,486.8481,497.1225,497.1225,485.2675,475.7834,490.7998,511.3486,502.6548,490.0094,473.4124,449.7022,454.4442,484.4771,512.139,533.478,549.2848,550.8656,547.7042,550.075
