169.4424,164.08752,238.6728,432.977,497.6175,509.4746,556.5208,809.3456,844.917,880.106,901.143,626.1336,932.507,920.6498,924.0922,921.0324,915.6774,914.9124,915.6774,908.4102,905.7328
942.0692,939.0092,932.1244,926.387,919.8848,909.5576,901.5254,894.2582,889.2858,891.198,898.848,892.728,888.9032,883.931,882.401,880.106,874.3688,877.046,875.1336,878.9586,883.931
936.7142,931.3594,925.6222,921.415,916.8248,909.5576,901.5254,896.1706,893.1106,890.0506,888.5208,883.5484,877.8112,872.4562,868.6314,864.0416,860.2166,858.6866,856.3916,856.0092,858.3044
950.484,941.6866,933.6544,929.0646,917.2074,910.7052,900.7604,879.3412,885.8434,878.9586,874.3688,866.3366,864.0416,856.0092,848.742,849.1244,847.212,846.447,846.447,846.447,849.507
942.4518,939.3916,935.5668,934.4194,929.447,920.2674,910.7052,903.0552,906.1154,904.9678,909.5576,906.8802,901.5254,899.9954,900.378,903.4378,919.5024,944.364,984.9078,1053.373,1138.668
901.143,901.9078,909.94,921.7972,940.5392,948.5714,904.2028,883.1658,897.318,916.8248,950.1014,1037.691,1052.226,1072.1152,1116.8664,1194.5116,1293.576,1643.9356,1726.9356,1659.6176,1485.203
897.7006,897.7006,920.2674,932.507,967.3134,990.645,856.3916,832.295,830.0,895.023,1029.2764,1031.954,928.682,959.6636,1118.014,1217.8436,1388.4332,1527.2764,1467.608,1267.1844,1199.1012
857.1566,853.7142,885.8434,902.2904,930.977,930.212,859.4518,794.4286,787.5438,793.281,870.9264,996.765,907.2628,929.447,1007.4748,1142.4932,1416.3548,1501.6496,1464.1656,1323.4104,1114.189
852.9494,854.4794,894.6404,913.765,946.2764,948.5714,843.387,802.0784,802.0784,867.1014,1012.447,992.94,960.4286,988.3502,1127.576,1306.1984,1593.83,1591.917,1538.369,1260.2996,1183.037
974.198,1019.7142,1061.023,1056.0504,1047.2536,1035.779,974.5806,914.5298,901.143,897.7006,935.5668,1047.636,999.4424,1013.212,1056.4332,1147.083,1229.7004,1287.074,1231.9952,1068.673,980.318
934.8018,921.7972,914.1476,905.3502,905.7328,896.553,880.871,878.576,911.8526,1009.0048,1135.608,1133.696,1056.4332,982.2306,978.788,968.0784,933.6544,909.1752,890.4332,877.8112,874.751
857.5392,858.6866,877.4286,889.2858,891.9632,885.4608,842.6222,820.4378,820.0552,826.5576,854.4794,921.7972,942.4518,1004.0324,957.751,1002.1196,1096.9768,1112.2764,1086.2672,1046.4884,1021.6268
854.4794,849.1244,870.9264,881.2536,873.9862,861.7466,800.931,762.2996,751.9722,756.9446,806.2858,818.9078,824.2628,842.2396,821.2028,890.8158,1088.562,1148.2308,1153.203,1035.014,1036.1612
762.2996,758.4746,774.9218,823.4976,851.8018,857.5392,799.7836,705.6912,701.8664,699.5714,781.424,893.8756,797.871,821.5854,852.1844,1090.092,1392.641,1458.4284,1488.263,1206.751,1172.7096
759.2396,755.415,781.424,797.106,815.4654,825.0276,727.8756,681.5946,677.0048,701.8664,784.484,792.8986,742.7926,770.7142,803.6082,1006.7098,1460.7232,1456.1336,1261.0648,984.5254,773.3916
958.8986,935.1844,1006.7098,1075.558,1157.7928,1201.396,1098.8892,989.4976,973.8158,954.3086,1025.069,1230.848,875.1336,823.1154,816.2304,917.59,1426.2996,1493.235,1310.7884,976.8756,752.7374
1045.7232,1134.4608,1128.341,1088.18,1091.2392,1074.4104,992.5576,938.6268,909.1752,904.2028,1020.0968,1037.691,923.3272,864.0416,876.6636,886.226,973.4332,1169.6496,1234.673,1183.037,1127.1936
957.3688,929.8294,904.9678,890.8158,887.3734,872.4562,851.4194,822.7328,813.553,801.696,801.696,847.977,884.3134,896.1706,855.6268,824.645,798.2536,792.5162,795.1934,784.484,761.5346
996.0,1023.1568,1075.94,1073.263,1037.309,954.3086,917.9722,916.8248,919.1196,940.1566,1056.4332,1173.475,1222.8156,1231.2308,1210.1936,1181.1248,1148.613,1160.47,1156.263,1148.613,1113.424
967.696,979.553,999.4424,1025.452,1023.5392,992.1752,978.4056,1021.2442,1075.175,1043.4284,1001.7374,951.2488,883.931,894.2582,966.5484,1017.4192,1061.7884,1095.8292,1097.742,1092.0048,1103.479
